Ann‚e faits;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2017;19/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle, 93 1160 AUDERGHEM
2017;19/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Edouard Henrardstraat 8, 1160 AUDERGHEM
2017;19/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 12 1160 AUDERGHEM
2017;19/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Rue Jules Cockx 9, 1160 AUDERGHEM
2017;19/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 14, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 2, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 2, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 13, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat 2, 1160 OUDERGEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 2, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller 14, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 10, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 13, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Boulevard du Triomphe 118, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue Adolphe Keller 14, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 10, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;Code de la route;5 + 44;Rue de la Chasse Royale 13, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Adolphe Kellerstraat 14, 1160 OUDERGEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat 12:01, 1160 OUDERGEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;5 + 44;Koninklijke Jachtstraat 11, 1160 OUDERGEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Boulevard du Triomphe 118, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Rue Albert Meunier 6, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Hugo Van der Goes 63, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Charles Brassinelaan t60, 1160 OUDERGEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.2.3ø;Waverse steenweg t2057, 1160 OUDERGEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Chauss‚e de Wavre 2057, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Waverse steenweg 2053, 1160 OUDERGEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.3ø;Waverse steenweg T2057, 1160 OUDERGEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Chauss‚e de Wavre F2057, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Emile Idiersstraat 12, 1160 OUDERGEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller 89, 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Boulevard du Triomphe, 43 1160 AUDERGHEM
2017;20/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Boulevard du Triomphe, 43 1160 AUDERGHEM
2017;20/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Papedelle, 1160 AUDERGHEM
2017;21/09/2017;Mixte;Fran‡ais;AUDERGHEM-RGP;111;Rue Valduc 176, 1160 AUDERGHEM
2017;21/09/2017;;Fran‡ais;AUDERGHEM-RGP;44 + 51 bis;Rue du Moulin … Papier 92, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue des Trois Ponts 122, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue Ginette Javaux 22, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.1.1ø;Ginette Javauxlaan 14, 1160 OUDERGEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5 + 24.al.1;Avenue Tedesco 1, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.1.1ø;Waterleli‰nlaan 5, 1160 OUDERGEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Henri de BrouckŠre 1a, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1634, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Rue Emile Idiers 21, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.1.1ø;Avenue des N‚nuphars 30, 1160 AUDERGHEM
2017;21/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.2.1ø;Edouard Henrardstraat 19, 1160 OUDERGEM
2017;22/09/2017;;Fran‡ais;AUDERGHEM-RGP;44 + 51 bis;Avenue des Citrinelles 101, 1160 AUDERGHEM
2017;22/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Scholierenstraat 10, 1160 OUDERGEM
2017;22/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Chauss‚e de Wavre 1632, 1160 AUDERGHEM
2017;22/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Chauss‚e de Wavre 1646, 1160 AUDERGHEM
2017;22/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 14, 1160 AUDERGHEM
2017;22/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.4ø;Woudmeesterlaan, 1160 AUDERGHEM
2017;23/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Houyoux, 20 1160 AUDERGHEM
2017;23/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Boulevard des Invalides 239, 1160 AUDERGHEM
2017;23/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Chauss‚e de Wavre, 1016 1160 AUDERGHEM
2017;23/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.3ø;Rue Jules-Emile Raymond 5, 1160 AUDERGHEM
2017;23/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.3ø;Gustave Demeylaan 122, 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue Herrmann-Debroux, F15a 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue Herrmann-Debroux, F15a 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.3ø;Avenue Herrmann-Debroux, f40 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Joseph Chaudron, 118 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Grand Forestier,  1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas 89, 1160 AUDERGHEM
2017;24/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Place de l'Amiti‚ 34, 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Thomas Balis, 2 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square du Sacr‚-Coeur,  1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Heilig-Hartsquare , 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Pierre Schoonejans, 23a 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Pierre Schoonejans, 34 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square du Sacr‚-Coeur,  1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square du Sacr‚-Coeur,  1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square du Sacr‚-Coeur,  1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Joseph Chaudron 77, 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Joseph Chaudron, 47 1160 AUDERGHEM
2017;24/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Joseph Chaudron, 29 1160 AUDERGHEM
2017;25/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Vandromme 49, 1160 AUDERGHEM
2017;25/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;All‚e des Colzas 42, 1160 AUDERGHEM
2017;25/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas, face80 1160 AUDERGHEM
2017;25/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas face80, 1160 AUDERGHEM
2017;25/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas, 49 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Adolphe Kellerstraat 11, 1160 OUDERGEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 8, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 8, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 40, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Adolphe Kellerstraat 14, 1160 OUDERGEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Boulevard du Triomphe 118, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Boulevard du Triomphe 118, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 14, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 7, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.2ø + 25.1.10ø;Avenue Henri de BrouckŠre 84, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.2ø;Avenue Henri de BrouckŠre 88, 1160 OUDERGEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Edouard Henrard 8, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Avenue des Volontaires 51, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;Code de la route;70.2.1.1ø;Rue du Bocq 32, 1160 OUDERGEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue du Bocq , 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue des Arums 10, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue des Arums 10, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue J.B. Vannypen 12, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue J.B. Vannypen 12, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;;
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1;Charles Brassinelaan T60, 1160 OUDERGEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue Charles Brassine F60, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Grand Forestier, 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Avenue Jean Fran‡ois Leemans, 9 1160 AUDERGHEM
2017;26/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Chauss‚e de Wavre 2025, 1160 AUDERGHEM
2017;27/09/2017;;Fran‡ais;AUDERGHEM-RGP;44 + 51 bis;Rue des Paons 19, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;44;Louis Vercauterenlaan , 1160 OUDERGEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;105;Chauss‚e de Wavre, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Rue Jacques Bassem, 22 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue Jol‚,  1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue Ginette Javaux, 28 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Avenue Ginette Javaux, 12/10/2017 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Paepedelle 93, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Jules-Emile Raymondstraat, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Edouard Henrard 2, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.7ø;Avenue des Volontaires,  1160 AUDERGHEM
2017;27/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.4ø;Adolphe Kellerstraat 1, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Rue Valduc 344, 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Valduc, 302 1160 AUDERGHEM
2017;27/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;All‚e des Colzas, 59 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Avenue du Barbeau 2, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;23.1.1ø;Emile Idiersstraat F14, 1160 OUDERGEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Av.des Ablettes 2, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Av.des Ablettes 13, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller f91, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller f91, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue Gustave Demey, 117 1160 AUDERGHEM
2017;28/09/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Waverse steenweg 1253, 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre, 1253 1160 AUDERGHEM
2017;28/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Avenue du Grand Forestier, 1160 AUDERGHEM
2017;29/09/2017;Administrative;Fran‡ais;AUDERGHEM-RGP;5;Rue Jacques Bassem 87, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;5 + 44;Rue de la Chasse Royale 1, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.1;Chauss‚e de Wavre 1745, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Avenue Charles Schaller f91, 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;All‚e des Colzas, 40 1160 AUDERGHEM
2017;29/09/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.3ø;Boulevard des Invalides, 175 1160 AUDERGHEM
2017;1/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.3ø;Rue de la Vignette 242, 1160 AUDERGHEM
2017;1/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Vorstlaan 211, 1160 AUDERGHEM
2017;1/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain 280, 1160 AUDERGHEM
2017;1/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Boulevard du Souverain, 49 1160 AUDERGHEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Jacques Bassem 19, 1160 AUDERGHEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Avenue Guillaume Poels 24, 1160 AUDERGHEM
2017;2/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Vorstlaan 262, 1160 OUDERGEM
2017;2/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 2, 1160 OUDERGEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Avenue Guillaume Poels 22, 1160 AUDERGHEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square Baron Robert Hankar, 3 1160 AUDERGHEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Square Baron Robert Hankar 3, 1160 AUDERGHEM
2017;2/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.2ø;Avenue du Paepedelle, 42 1160 AUDERGHEM
2017;3/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue Charles Schaller, 91 1160 AUDERGHEM
2017;3/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue G. E. Lebon, 2 1160 AUDERGHEM
2017;3/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;105;Avenue Charles Schaller 91, 1160 AUDERGHEM
2017;3/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;24.al.1.7ø;Vandrommelaan 49, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;44;Chauss‚e de Wavre 1735, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;44;Vorstlaan 240, 1160 OUDERGEM
2017;4/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 14, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 2, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;23.2.1ø;Rue de la Vignette 242, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1;Boulevard du Souverain 91, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Rue Emile Idiers 2, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;24.al.1.4ø;Place Edouard Pinoy 5A, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.4;Rue Gustave Jean Leclercq, 10 1160 AUDERGHEM
2017;4/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat 9, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;70.2.1.1ø;Avenue de Beaulieu, 25 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Place Edouard Pinoy, 28 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx 9, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;77.5;Rue Jules Cockx 9, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;77.5;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx 9, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;N‚erlandais;AUDERGHEM-RGP;25.1.10ø;Jules Cockxstraat 9, 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
2017;4/10/2017;Stationnement;Fran‡ais;AUDERGHEM-RGP;25.1.10ø;Rue Jules Cockx, 9 1160 AUDERGHEM
